"","Debaryomyces hansenii","Delftia lacustris","Enterobacter hormaechei","Fusobacterium nucleatum","Mannheimia sp. USDA-ARS-USMARC-1261","Mollivirus sibericum","Moraxella osloensis","Myroides profundi","Nocardia mangyaensis","Plasmodium sp. gorilla clade G2","Porphyromonas asaccharolytica","Proteus virus Isfahan","Pseudomonas fluorescens","Snyder-Theilen feline sarcoma virus","Theileria annulata","malignant","others","stromal","immune","immune_ILC","immune_Mono.Macro","immune_pDC","immune_DC","immune_Neutrophils","immune_Mast","immune_NK","immune_CD4Tconv","immune_Treg","immune_TMKI67","immune_CD8Tex","immune_CD8T","immune_Plasma","immune_B","minor_Monocyte","minor_M2","minor_M1","minor_cDC2","minor_cDC1","minor_Th17","minor_Th2","minor_Th1","minor_CD4Teff","minor_CD4Tn","minor_MAIT","minor_CD8Teff","minor_CD8Tem","minor_CD8Tcm","minor_CD8Tn","stromal_Others","stromal_Myofibroblasts","stromal_Fibroblasts","stromal_Endothelial"
"SL365924",1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,4.58964953135893e-08,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,4.58964953135893e-08,2.01238256108036e-06,1.57644076255367e-09,4.58964953135893e-08,1.57644076255367e-09,0.174317362941677,0.104121592944069,0.203421103444256,0.207789234539434,0.217987453343935,0.265902423732038,0.191971739675333,0.25324019159935,0.142275506781519,0.0970240029657667,0.115445975421271,0.131888793029285,0.102309955256563,0.214999570072997,0.231207651163217,0.213855733509838,0.29449896134681,0.21973196410976,0.205773386137153,0.347084845682,0.157113125232866,0.249069861799184,0.227934660924005,0.071853371440052,0.0621323203242899,0.0327343865159784,-0.10219643439347,0.313518710045461,-0.191132016394323,0.027643959864757,0.284905634254279,0.290055275664466,0.376174222201619,0.429061244555978,0.0997767990355624,0.21373633748265,0.231630541367135
"SL365947",2.87898857841087e-08,1.57644025974448e-09,1.57644025974448e-09,1.57644025974448e-09,1.57644025974448e-09,1.57644025974448e-09,8.24179993487068e-09,3.72093984227437e-08,2.00784590022849e-08,1.57644025974448e-09,1.57644025974448e-09,4.72481208115486e-06,1.57644025974448e-09,1.57644025974448e-09,1.57644025974448e-09,0.185997199332795,0.114410347303985,0.204001281099077,0.187002753059919,0.205284952606861,0.239916539085128,0.133509268410513,0.211371168203463,0.0738858488761134,0.0735521720115255,0.0746133475998407,0.11579631409251,0.046775973541348,0.225464211204485,0.167625809378349,0.172114914835224,0.2625818263599,0.17993374086174,0.178696830020355,0.343288423913979,0.146234216556063,0.216735241845607,0.260931585988495,0.00235280357607757,0.114718579106527,0.0303551486973144,-0.232555778393936,0.301960528218486,-0.216629472337489,-0.0403846860223059,0.279533774503909,0.242312520434874,0.334227552686309,0.444182085288757,0.116058365085446,0.198153037861589,0.220717625625091
"SL365948",2.05821657651256e-07,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,2.05821657651256e-07,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,7.99258649100826e-08,1.57644059559361e-09,1.57644059559361e-09,1.57644059559361e-09,0.172801149771438,0.0928755905693837,0.169771935535208,0.205068673072652,0.190262000702756,0.251320749884529,0.185780150376223,0.244476144451341,0.114350964650288,0.0770745094437844,0.123562341915267,0.152278718914089,0.149948055323398,0.249219230424173,0.241014986262144,0.220402487613848,0.288815963332839,0.229309361641597,0.185326095353715,0.342016855836101,0.155438452202299,0.237480337285672,0.219957076840888,0.100694678332275,0.0820842665029086,0.0384006795055441,-0.0697507039085524,0.333167626597488,-0.159137239617726,0.0276089473301471,0.306026507476052,0.295074683381413,0.287305081126576,0.441322556231389,0.0944714726852804,0.150639189143748,0.190045142491952
"SL372342",7.14536786415388e-08,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,5.12881025877672e-07,1.57644070170936e-09,1.57644070170936e-09,1.57644070170936e-09,0.140579383293237,0.0793016801092122,0.150997081131857,0.192074112327677,0.192945960080441,0.237052028536548,0.174423844779221,0.21046394952703,0.109642215460775,0.0875902965773946,0.158394544942352,0.170080752077926,0.186483634057124,0.175444987203397,0.259691873958698,0.248693796655833,0.229878454385232,0.203210286035787,0.16853430450867,0.343931824871938,0.143276108602388,0.213127239563338,0.186254127625168,0.085335978325508,0.0209082470973685,0.0706903123221186,-0.0674068248228652,0.346394517027995,-0.127647057302136,0.0687174332341224,0.330175753644443,0.319465048566559,0.399422851712661,0.404821069320867,0.0711957120514908,0.145141616737053,0.161773636662305
"SL372373",1.03971211906064e-08,1.62582050767024e-09,2.35043957991426e-09,1.8657697753188e-09,3.08810488371769e-09,2.09981684465315e-09,1.43887605756707e-09,1.49715686842874e-09,1.37739865573618e-09,9.16908692526042e-10,1.69719967841454e-09,1.03522348466992e-07,1.57486577624817e-09,1.66904885009987e-09,1.19744220129562e-09,0.15732971831532,0.0904716251867267,0.186551577602869,0.198773321911789,0.224363280324129,0.25994151084872,0.185928197369184,0.246973525469678,0.133052613261998,0.106932580034016,0.111254027647258,0.11752288257229,0.118410158762441,0.178449995285437,0.207991244919172,0.202078121339678,0.24390752036163,0.176722522598289,0.196548662803071,0.344324041025572,0.165935989774341,0.261245322699295,0.209346035698897,0.129177136385257,0.0359654755301077,0.0107240976157627,-0.106961474536847,0.277259118836238,-0.103576712819662,0.0320681788577905,0.316046869586719,0.262514533123534,0.271775186092641,0.375048014249171,0.0909255691509293,0.212453195173664,0.186134141648076
"SL372454",1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.17144605219147e-07,1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.5764402967739e-09,1.91190807584491e-08,5.52259339144518e-09,1.5764402967739e-09,1.5764402967739e-09,0.161263382231384,0.101892193888868,0.263107015192006,0.223768576746866,0.241902652391812,0.318222525565548,0.239593766582481,0.304784050673855,0.227762086621394,0.15558959635521,0.129118941526226,0.137461174778299,0.149894723087381,0.0808184752562837,0.255306269276738,0.246392204041926,0.239458186236975,0.180072108526661,0.218082324691213,0.372866012872668,0.232569317436048,0.320801487352414,0.164807950341701,0.117228583837722,0.115014943332351,0.0289624122644932,-0.0856079708363724,0.319397479005467,-0.0964902099825928,0.0896169509581694,0.342446503710332,0.306004134973711,0.338581561281753,0.386505632459509,0.127191733287712,0.322366680846712,0.250983777909962
"SL381543",2.07527056284574e-09,1.57644020405268e-09,1.57644020405268e-09,1.57644020405268e-09,2.07527056284574e-09,1.75825229836576e-08,1.57644020405268e-09,1.57644020405268e-09,1.57644020405268e-09,1.75825229836576e-08,1.57644020405268e-09,4.72481191423875e-06,3.30708016216421e-09,1.57644020405268e-09,3.30708016216421e-09,0.173646870794243,0.103869708086982,0.159874628556069,0.199568615462866,0.171813623647216,0.25159435719105,0.1692699099832,0.235475159018179,0.107709191633829,0.0828412261288039,0.126250490870274,0.159046906116227,0.123071122046044,0.223742376827072,0.239207369842073,0.220719498056578,0.243712381065458,0.201254274582447,0.194710101738055,0.347170723038475,0.149118812838105,0.235210953409982,0.237199808953242,0.148856309052574,0.141001020773862,0.0496856632847784,-0.0919502622500605,0.320134972012019,-0.101973331780993,0.0551272692057455,0.317606391697731,0.289942778366854,0.312144868388396,0.378971142989893,0.0778115698167837,0.158996238566566,0.171603381657795
"SL383153",1.0397213064373e-08,1.62583487417142e-09,2.35046034948435e-09,4.12239934019569e-08,3.08813217163924e-09,2.09983539960497e-09,1.43888877214072e-09,1.49717009799856e-09,1.3774108270671e-09,9.16916794754887e-10,1.69721467565505e-09,4.57981008438037e-06,1.5748796924898e-09,1.66906359858665e-09,1.19745278244817e-09,0.15921225447488,0.0908363664507124,0.163032241700055,0.193078714682551,0.214782888875612,0.254116313205512,0.174599432047523,0.230006374272671,0.123824714414545,0.0809926839531234,0.0918970845356841,0.128860318463379,0.106668864098701,0.178933164838474,0.206122924404672,0.205426407688612,0.262885669707107,0.197411823499749,0.180411593049844,0.339542007214041,0.169928129862917,0.242516056933992,0.159924153068621,0.139622130468743,0.104704773440198,0.0201965534004365,-0.099146563749898,0.288689453383889,-0.157058163150314,0.0424387600893265,0.308798202665716,0.265963568852782,0.289356860030142,0.374845537605823,0.0849696319752277,0.170994508427578,0.158972478273122
"SL387149",1.0139751792792e-06,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,8.94026180296295e-08,1.57644099704104e-09,1.57644099704104e-09,1.57644099704104e-09,0.178926483466894,0.131186928160302,0.162003480228294,0.167771360467549,0.189389459242993,0.239747228494265,0.17398783089629,0.228138789651465,0.096082773544905,0.0643481039250024,0.0603520060581671,0.121733826273929,0.0551259509838945,0.0564428213690269,0.17588761987156,0.177730739540444,0.266572866787953,0.177366646396659,0.161757432963403,0.344179321959929,0.125478327452244,0.229894046153313,0.207679586210451,0.070215406419687,0.217020970449781,0.0358792533588693,-0.187402603584422,0.277422836981993,-0.167993364458956,-0.0212411038961552,0.298629399065618,0.250869941855644,0.242218464063786,0.414545384176453,0.0823339621787872,0.142463562262446,0.184471690881046
"SL399143",6.54102959884103e-09,1.21419525565054e-09,2.08067241163884e-09,1.31124767834648e-09,3.18871141078485e-09,1.84218411106072e-09,1.91670749358849e-09,1.20331888107468e-08,1.08049567757586e-08,7.4587201265306e-09,1.45389759816009e-09,1.38853771648109e-06,1.42932798470212e-09,1.59798011210781e-09,1.32818745597465e-09,0.170336849686723,0.102585059356501,0.198453968526791,0.158940526453541,0.152934171103339,0.195020206864352,0.105842497897279,0.155280109633892,0.0755099304685871,0.0214052713161099,0.0422540724097682,0.0897737970681941,0.0282880080420688,0.267363954098944,0.16825337038444,0.155966541910004,0.218016227075466,0.171451640425948,0.143680887708426,0.307959426974043,0.117939263963264,0.15152282537778,0.169566788948773,0.0678807459746633,0.109432678271395,-0.00630094634827081,-0.150095597752266,0.248542979216805,-0.195902736232809,-0.0471550235634467,0.245024982979535,0.237465700931883,0.195352866559893,0.434114768639411,0.0932801650058053,0.229878465785311,0.181624204211113
"SL399144",9.87793998256901e-09,1.21419445466949e-09,2.08067103905963e-09,1.31124681334183e-09,3.18870930725382e-09,1.84218289580762e-09,1.91670622917376e-09,5.22088900992268e-09,3.32357646804144e-08,1.28954289069403e-09,1.45389663905206e-09,3.26010454944027e-06,1.42932704180219e-09,1.59797905795135e-09,2.00576312604413e-09,0.153051076852711,0.0769055517951041,0.1313901384012,0.145667122107006,0.112146663753462,0.185199564600094,0.0689343292144286,0.135917207033797,0.0437343629111375,0.0303364479118106,0.0544278617485765,0.0889688473902902,0.017879139220679,0.227071874581541,0.138546885082407,0.133613061866927,0.206626234478848,0.147439472427706,0.16118218820502,0.313433591824276,0.0788319914953331,0.134877481816675,0.192252717668788,-0.0410679929842156,0.0783659624849317,0.00324395561361247,-0.201775758083245,0.252154496522894,-0.250437657495765,-0.071332218096945,0.243738638583135,0.199522400762718,0.250128017022497,0.421776498868621,0.078331567166144,0.112217370812411,0.131244841484616
"SL399164",1.57644024009636e-09,1.57644024009636e-09,1.57644024009636e-09,1.57644024009636e-09,7.99258468862983e-08,1.57644024009636e-09,1.57644024009636e-09,3.38744057754725e-09,1.57644024009636e-09,1.57644024009636e-09,1.57644024009636e-09,8.73193295231188e-09,1.57644024009636e-09,1.57644024009636e-09,1.57644024009636e-09,0.163940997293291,0.0886563629276304,0.142306281166948,0.187996653263952,0.179004644881268,0.239265698295772,0.159901366833315,0.24413859921205,0.117769460904513,0.0751334076267942,0.100102588337773,0.129316168343819,0.150081329107772,0.229674628556487,0.212396044331126,0.208606360012269,0.216686486117899,0.173351177170654,0.18584141701763,0.322370994604843,0.144217345757294,0.253640914684672,0.280362834438314,0.0860199439623579,0.0480900222717974,0.0358443828721133,-0.0582614116640892,0.28847646537681,-0.0415033498842649,0.0633880557332522,0.299057014022623,0.266732898539669,0.301737337195119,0.389820461974689,0.0814682231096996,0.129936717301913,0.155565596834142
"SL399171",2.04678974891938e-08,1.2141970846273e-09,2.08067554581473e-09,1.31124965351606e-09,3.18871621403133e-09,1.84218688599492e-09,2.31182218566863e-09,2.17832472947532e-09,7.3326281693479e-10,2.67506899127879e-08,1.4538997882073e-09,1.79332419080043e-07,1.42933013773942e-09,1.5979825191906e-09,9.7518692149608e-09,0.188020084866923,0.107193983307341,0.205806441957709,0.186731476007704,0.160505242332276,0.253678135915569,0.142066304714589,0.24204342337149,0.0872401605683621,0.0707985995148633,0.0481324172184162,0.100152671714519,0.0608829822498553,0.194292761109757,0.164239935675683,0.170297961845724,0.291349530848076,0.181166658813783,0.162675528103336,0.326991213475138,0.164353173636901,0.260154184606545,0.227195216625994,-0.0245077407086749,0.233748034527824,0.00253649415424848,-0.211949531563412,0.2729064658469,-0.174534306420577,-0.0183231323361425,0.252196025875489,0.234364642920157,0.2683045068532,0.45797982303872,0.120907597461284,0.21422909121535,0.213066542812753
"SL399214",4.3544603127484e-09,1.46666530428537e-09,2.27141311776268e-09,1.51004602910668e-09,2.89049973778508e-09,1.8304331589554e-09,6.15996716091763e-09,1.68185636074442e-09,8.82844396461592e-10,6.75561411590977e-10,1.46514812710807e-09,8.3426040899732e-07,2.79688645774596e-08,1.53032113475556e-09,7.23906330962153e-09,0.172365580895154,0.103687401791537,0.188270183534513,0.165678088931083,0.175108440657474,0.218625138642743,0.111462671131629,0.170799623752921,0.0616279719935859,0.0651620385428645,0.0247190480105771,0.0802714906183953,0.0526735510314683,0.150507857956376,0.139814243516887,0.151515871728921,0.259968942724316,0.163252342216308,0.160649797661611,0.348896211890952,0.110154652991582,0.185310163777042,0.202322601449511,-0.0746124866049394,0.106117643476098,-0.016919856910857,-0.250062634598878,0.252636302273327,-0.192171730183257,-0.0812407662661368,0.271584444127649,0.225033245337627,0.293233478855138,0.425936520529132,0.117046899711773,0.19476232678529,0.187852173723436
"SL399218",6.54101944072633e-09,1.21419337002466e-09,2.08066918038775e-09,1.31124564199973e-09,3.18870645876685e-09,1.84218125017816e-09,1.9167045169723e-09,1.80602335002259e-09,1.0804939995833e-08,8.53915404686067e-10,1.45389534028029e-09,6.99638533595961e-07,1.42932576497854e-09,1.59797763047017e-09,1.36256984375156e-08,0.185806644019336,0.100421370429243,0.17733253261494,0.267920039453251,0.259080331959265,0.315639074765531,0.254584573491854,0.334827182327638,0.215752304622878,0.146195149630993,0.246151053172049,0.225810488020501,0.252179825574663,0.301729582258871,0.36567728198703,0.326661178947989,0.313550264365102,0.269278995569883,0.262503874075474,0.355534859967602,0.225613821892217,0.343402316486505,0.314144961290942,0.230658707618104,0.296527939260093,0.119562318430972,0.156325161929913,0.377565343624368,0.067113068091626,0.215376768016843,0.395419037836776,0.380913219373822,0.301084742361196,0.436115737727059,0.0965073080442672,0.170675089973337,0.194627948029977
"SL399219",2.40642629558991e-08,1.21419245124758e-09,2.08066760595059e-09,1.31124464978344e-09,3.18870404588067e-09,1.84217985620422e-09,1.9167030666068e-09,2.4156792771609e-08,7.33260018801675e-10,8.76021152588449e-09,1.45389424012133e-09,3.2600991702649e-06,1.42932468341132e-09,1.5979764212845e-09,1.32818438828614e-09,0.161807872571118,0.0831480579859061,0.168628667101212,0.1782102654004,0.172005447018959,0.223367780701961,0.150358829806584,0.200138360311804,0.0562533700499053,0.0447056621354084,0.0427844290843693,0.109222198762855,0.0714101557202495,0.265117905225122,0.166240509403878,0.159560495625614,0.250942270933688,0.1927101277318,0.160628834136146,0.330027615951193,0.126064177424796,0.20291690086968,0.162783636391988,0.0658278342662283,0.0738765607356669,0.0165799690832164,-0.134629503975438,0.270735029111037,-0.22758084116556,-0.0276010115894216,0.265393846461479,0.227349512054711,0.163687182859477,0.413188217416951,0.0916154011302819,0.161515505953722,0.184513543514171
"SL399338",1.03900914096184e-08,1.21419452141116e-09,2.08067115342967e-09,2.41791678599818e-09,3.18870948253035e-09,1.84218299706847e-09,3.50040263890299e-08,6.17665924846779e-09,7.33261268989147e-10,8.5391621443079e-10,3.40939378147491e-09,3.26010472864124e-06,1.42932712036924e-09,1.59797914578884e-09,1.32818665280274e-09,0.21137320512186,0.135191716332222,0.242105106446276,0.239673901136622,0.244220536780212,0.297360567633212,0.234191204767391,0.310588108068505,0.164656185779278,0.128582491108922,0.182063075559458,0.180551406393033,0.173126466677025,0.221849663190435,0.289828354828231,0.258795274851481,0.324368708867233,0.23929521615202,0.255304706668998,0.335488579970395,0.214952690356981,0.306378681678878,0.28435528025489,0.2004388670306,0.317432660030471,0.0829093814947445,0.0333322558353497,0.343837384403705,-0.0864006091933752,0.135514180866357,0.343959523675357,0.316706757602238,0.288548764929839,0.450043381143219,0.133032774518595,0.23402613104964,0.276247019559136
"SL399360",1.96625901865124e-08,1.21419432980462e-09,2.08067082508837e-09,3.01922159172649e-09,3.18870897933453e-09,1.84218270636191e-09,3.40118660192075e-09,4.26283806802023e-08,7.33261153276504e-10,4.84270158186172e-08,8.29005312671348e-09,1.38853665769589e-06,1.42932689481359e-09,1.59797889361898e-09,3.59371778071386e-08,0.181167877831833,0.0971792246842295,0.165088456973446,0.266567922609481,0.241664174805678,0.323957311354181,0.273789117152764,0.351993498756726,0.217293351580234,0.150425380232933,0.247746016751402,0.225142694438294,0.247660884374116,0.25879077029717,0.360319623093803,0.324528750262337,0.321037651934146,0.278563117431236,0.254485554027767,0.36393345192526,0.2348379669075,0.347739302840977,0.305252671536402,0.221736836591907,0.154268891502074,0.108729314923369,0.176935462671711,0.391212783599877,0.00932857042775745,0.214844014515179,0.393552944080232,0.375477966489811,0.315455605276053,0.423076093458796,0.093007011639134,0.151575572410995,0.183549388016941
"SL399361",2.09490694942092e-08,1.21419264326652e-09,2.08066793499858e-09,2.71197077121005e-08,3.18870455015951e-09,1.84218014753647e-09,1.91670336972455e-09,9.71878145782116e-09,5.7613980736886e-09,8.53914893573102e-10,1.45389447004801e-09,3.26009968583456e-06,1.42932490945243e-09,1.59797667399711e-09,1.32818459833238e-09,0.18322146163363,0.104194144459323,0.191377355221624,0.220343893456056,0.215517072141475,0.269681603516618,0.181936833669087,0.25974100235344,0.150152608649641,0.0910223561167652,0.146071749048939,0.167940365317663,0.145553532236143,0.243373361247367,0.246655709003396,0.234146074741501,0.293449621981459,0.203748948424678,0.23798531220516,0.343934483397288,0.171859063363021,0.269696305526106,0.265695884772322,0.156050676771457,0.130859319936313,0.0622885274974263,0.0207809243224158,0.320784520102968,-0.088171352468775,0.0857657242768908,0.311282863796174,0.295461747992936,0.244557252047705,0.447280669756917,0.10119013230295,0.187592368265056,0.203315983014372
"SL411749",3.21236896026522e-09,3.57303659698738e-07,2.33806970107577e-09,1.46842764547745e-09,3.22170693390313e-09,1.49901194232371e-09,3.48973867043636e-08,1.95525303819621e-09,8.51485974796529e-10,3.93311300708725e-08,1.52253373648087e-09,4.40937129963146e-07,2.84387325955585e-09,1.56007586063809e-09,7.41379668768534e-09,0.175332193289243,0.107521757012915,0.177691236583266,0.16725063197174,0.159214215681113,0.213349416138001,0.128353171370708,0.172588092308047,0.0636796990990594,0.0666601499047993,0.0507508440854686,0.108724836495984,0.06419394602072,0.195950118129584,0.15222017339816,0.15504217695932,0.249964215176745,0.178423434677383,0.156721566906438,0.336778192410144,0.10717913062594,0.158178081313723,0.228623774962153,0.0322785880804342,0.0543129311466132,0.0134948615512706,-0.18607116573636,0.279434282046949,-0.261401865049004,-0.0508118978676878,0.259298454843005,0.223489422617795,0.357118868494152,0.419498236694968,0.098339378452386,0.180601811515189,0.186725531822384
"SL426715",1.3573994393147e-08,1.23502451211595e-09,2.2271278853281e-09,1.24030832470116e-09,3.34915073328317e-09,1.88049089790266e-09,1.8675387806555e-09,1.56216915593134e-08,7.45703786706205e-10,1.00176949102985e-09,1.50891806274092e-09,1.33532766210389e-06,5.41825208429101e-09,1.61784161726849e-09,1.25800651229197e-09,0.155835929344567,0.0839861855901306,0.175972994588597,0.192380672262293,0.228291294448371,0.249198104374428,0.193417452994038,0.230051882385201,0.110221363108985,0.0985468418478845,0.0991608749009861,0.121234230440944,0.114063981472303,0.192191461063316,0.212563026726411,0.217698894726324,0.21994735269668,0.171686588914655,0.190484137673004,0.331520894887147,0.158981044586884,0.241560040813619,0.190440690718362,0.123731111194156,0.0621998553802354,0.00361612656385371,-0.141856137409212,0.291935859002283,-0.0354893640976522,0.0521038026859098,0.319627895700628,0.278514010973171,0.273513709260747,0.390970965536946,0.102485857458251,0.189488630957831,0.166670448380195
"SL426738",5.77856089054149e-08,1.23502542556035e-09,2.22712953254843e-09,1.24030924205355e-09,3.34915321037001e-09,4.20826743762554e-09,1.86754016191783e-09,1.71775049746143e-09,3.37997604911463e-08,1.001770231955e-09,1.50891917876148e-09,1.33532864973414e-06,1.67071518248922e-08,1.6178428138507e-09,8.10756822263791e-09,0.173133817655501,0.0960755576330402,0.187821418135836,0.183920320751974,0.18672915520329,0.249153031642513,0.137802589824256,0.196939145832648,0.204963473519941,0.101137724674352,0.0573040918725548,0.104318305582115,0.0698927527310153,0.12903739506255,0.155567171121117,0.174976015943468,0.224586763043087,0.138889036325275,0.230998704101075,0.342877492503048,0.134144159396597,0.216483506525814,0.175176523593839,0.0472144502967084,0.00133874424308534,-0.00373319804632466,-0.177904454494645,0.266656064142276,-0.0736705305585128,-0.0337396115730538,0.303907174573044,0.238072640571875,0.28809621501333,0.410222357065274,0.103180195954806,0.197550868383055,0.186404879493336
"SL426756",1.25214363069461e-07,1.23502449718702e-09,2.22712785840666e-09,1.24030830970836e-09,3.34915069279877e-09,1.88049087517136e-09,1.86753875808077e-09,1.00826461954845e-08,7.45703777692167e-10,1.3399359437211e-08,1.50891804450118e-09,6.7282877222192e-07,1.43649959209852e-09,6.56687477032316e-09,1.25800649708524e-09,0.184881439918672,0.111065730803111,0.21975638162542,0.195837429142941,0.223655954151582,0.259777835823001,0.199360365265202,0.239787339259089,0.123587004810804,0.119742998290785,0.0631191716000183,0.115916670620096,0.117136947245512,0.166994920652907,0.186975126485424,0.201460548592942,0.22321302553823,0.168151299826654,0.209384023848793,0.351751752635531,0.152301706764699,0.24237660358124,0.204050054671942,0.120383284195272,0.0351608728898321,-0.0198420056720517,-0.162306530163389,0.307785605957489,-0.00244288571585893,-0.0133503179112101,0.321052481290187,0.272268620295942,0.264588422021945,0.416927993912154,0.133706602102199,0.239384679849414,0.210573756113177
"SL426764",2.19548443880009e-08,1.06194121359885e-09,2.17640256254229e-09,2.85245025273779e-09,3.17027847975582e-09,2.04947778026719e-09,6.13291131168063e-10,6.85215754228126e-09,4.66401269162596e-10,6.75966785282483e-10,1.80466226393763e-09,4.42671994698048e-06,1.57239348091689e-09,1.57136851400438e-09,1.48191462846167e-09,0.170017939663135,0.104609427285435,0.199826645847395,0.238247176977162,0.264338744386032,0.295886412630105,0.228218266081385,0.277377447392671,0.193304184961284,0.159981349131444,0.171199146699047,0.177673881235454,0.195196089216995,0.162827506507503,0.281763249776631,0.279924970688868,0.34081624011944,0.260302350687711,0.21825141255417,0.366581445795926,0.205622595953915,0.29557423771543,0.190324360741208,0.180627065617446,0.122386858700269,0.0534823775986857,-0.00517451410098493,0.362123801473442,-0.037316495943805,0.118927847206656,0.365676144307464,0.343080572996697,0.364354761714104,0.420114620151094,0.13533232084416,0.194772148822682,0.198681363023072
